2,2,55.38461538461539
3,3,83.07692307692308
5,5,138.46153846153848
7,7,193.84615384615384
11,2,55.38461538461539
13,4,110.76923076923077
17,8,221.53846153846155
19,10,276.92307692307696
23,5,138.46153846153848
29,11,304.6153846153846
31,4,110.76923076923077
37,10,276.92307692307696
41,5,138.46153846153848
43,7,193.84615384615384
47,11,304.6153846153846
53,8,221.53846153846155
59,5,138.46153846153848
61,7,193.84615384615384
67,13,360.0
71,8,221.53846153846155
73,10,276.92307692307696
79,7,193.84615384615384
83,11,304.6153846153846
89,8,221.53846153846155
97,7,193.84615384615384
101,2,55.38461538461539
103,4,110.76923076923077
107,8,221.53846153846155
109,10,276.92307692307696
113,5,138.46153846153848
127,10,276.92307692307696
131,5,138.46153846153848
137,11,304.6153846153846
139,13,360.0
149,5,138.46153846153848
151,7,193.84615384615384
157,13,360.0
163,10,276.92307692307696
167,5,138.46153846153848
173,11,304.6153846153846
179,8,221.53846153846155
181,10,276.92307692307696
191,11,304.6153846153846
193,13,360.0
197,8,221.53846153846155
199,10,276.92307692307696
211,4,110.76923076923077
223,7,193.84615384615384
227,11,304.6153846153846
229,13,360.0
233,8,221.53846153846155
239,5,138.46153846153848
241,7,193.84615384615384
251,8,221.53846153846155
257,5,138.46153846153848
263,11,304.6153846153846
269,8,221.53846153846155
271,10,276.92307692307696
277,7,193.84615384615384
281,11,304.6153846153846
283,13,360.0
293,5,138.46153846153848
307,10,276.92307692307696
311,5,138.46153846153848
313,7,193.84615384615384
317,11,304.6153846153846
331,7,193.84615384615384
337,13,360.0
347,5,138.46153846153848
349,7,193.84615384615384
353,11,304.6153846153846
359,8,221.53846153846155
367,7,193.84615384615384
373,13,360.0
379,10,276.92307692307696
383,5,138.46153846153848
389,2,55.38461538461539
397,10,276.92307692307696
401,5,138.46153846153848
409,13,360.0
419,5,138.46153846153848
421,7,193.84615384615384
431,8,221.53846153846155
433,10,276.92307692307696
439,7,193.84615384615384
443,11,304.6153846153846
449,8,221.53846153846155
457,7,193.84615384615384
461,11,304.6153846153846
463,13,360.0
467,8,221.53846153846155
479,2,55.38461538461539
487,10,276.92307692307696
491,5,138.46153846153848
499,4,110.76923076923077
503,8,221.53846153846155
509,5,138.46153846153848
521,8,221.53846153846155
523,10,276.92307692307696
541,10,276.92307692307696
547,7,193.84615384615384
557,8,221.53846153846155
563,5,138.46153846153848
569,2,55.38461538461539
571,13,360.0
577,10,276.92307692307696
587,2,55.38461538461539
593,8,221.53846153846155
599,5,138.46153846153848
601,7,193.84615384615384
607,13,360.0
613,10,276.92307692307696
617,5,138.46153846153848
